voyage_name,voyage_start_date,voyage_end_date,ship_name,operator_name,name,overview,day_number
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,South Shetland Islands & Antarctic Peninsula,"After several busy days of exploration along the Antarctic Peninsula, we head for the South Shetland Islands. If the weather conditions allow, we sail the ship into the flooded volcanic caldera at Deception Island, a very dramatic location. History is all around us as we explore the old whaling station, with its rusted relics and dilapidated wooden buildings.",8
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"As we make our way back to South America, the educational presentations continue and we enjoy an entertaining and memorable voyage recap by our Expedition Leader. If weather conditions allow, we hope to make a rounding of Cape Horn. It’s a fitting place to reflect on a wonderful expedition. Approaching the entrance to the Beagle Channel in early evening light, we enjoy a special dinner attended by the Captain of the ship.",9
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"As we make our way back to South America, the educational presentations continue and we enjoy an entertaining and memorable voyage recap by our Expedition Leader. If weather conditions allow, we hope to make a rounding of Cape Horn. It’s a fitting place to reflect on a wonderful expedition. Approaching the entrance to the Beagle Channel in early evening light, we enjoy a special dinner attended by the Captain of the ship.",10
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Ushuaia; Disembarkation,"
In the early morning, we arrive into Ushuaia. It is time to say farewell to your crew and fellow travelers. Guests will be transported to their hotels or to the airport for return flights home.",11
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Ushuaia; Embarkation Day,"Arrive in Ushuaia, Argentina, the world’s most southerly city, where you board your expedition ship. In the early evening we set sail along the Beagle Channel and push out into the Drake Passage, direction Antarctica.",1
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are our companions as we transit the Drake Passage. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",2
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are our companions as we transit the Drake Passage. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",3
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",4
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",5
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",6
